0.310676,maeda
0.34094062,maeda
0.296091,maeda
0.3350115,maeda
0.37299144,maeda
0.34489885,maeda
0.32092363,maeda
0.32996607,maeda
0.32998407,maeda
0.3343056,maeda
0.43717942,maeda
0.33985522,maeda
0.58613247,maeda
0.34048614,maeda
0.32767138,maeda
0.37925243,maeda
0.30879715,maeda
0.36748245,maeda
0.28004405,maeda
0.28921545,maeda
0.3174951,maeda
0.5009129,maeda
0.22289829,maeda
0.39034796,maeda
0.3119312,maeda
0.4315752,maeda
0.467639,maeda
0.549994,diego
0.5450234,Hibiki
0.44669557,maeda
0.34804985,maeda
0.35444006,maeda
0.3903226,maeda
0.4533823,Monieer
0.43506944,maeda
0.38017505,maeda
0.41167077,maeda
0.4054645,maeda
0.33539638,maeda
0.36611843,maeda
0.3636347,maeda
0.4238897,maeda
0.3742249,maeda
0.3486766,maeda
0.36967534,maeda
0.43532985,maeda
0.26590502,maeda
0.37022263,maeda
0.36925417,maeda
0.43695423,maeda
0.36482927,maeda
0.3013261,maeda
0.40547976,maeda
0.49497074,maeda
0.5912048,maeda
0.56876206,maeda
0.51664585,maeda
0.3907937,maeda
0.45133927,Nomura
0.43068027,maeda
0.36861196,maeda
0.29724324,maeda
0.37100244,maeda
0.5018168,maeda
0.45637998,maeda
0.5207285,maeda
0.44686064,maeda
0.47781718,Monieer
0.49108362,maeda
0.40515834,maeda
0.35864556,maeda
0.514833,maeda
0.38611177,maeda
0.48794505,maeda
0.47102576,maeda
0.45551723,maeda
0.48186627,maeda
0.45924577,maeda
0.44759825,Monieer
0.5163074,Monieer
0.44239652,Monieer
0.52607936,maeda
0.5136641,maeda
0.4747691,maeda
0.42421493,maeda
0.43265852,maeda
0.4179271,maeda
0.37139073,maeda
0.35793543,maeda
0.38435322,maeda
0.31199962,maeda
0.37852603,maeda
0.37846965,maeda
0.34313166,maeda
0.47538003,maeda
0.39711824,maeda
0.42715314,maeda
0.38946736,maeda
0.46226156,maeda
0.46957204,maeda
0.43013775,maeda
0.40538704,maeda
0.39651135,maeda
0.42476782,maeda
0.41505745,maeda
0.440053,maeda
0.4205309,maeda
0.48160046,maeda
0.38375232,maeda
0.52446705,maeda
0.35909683,maeda
0.30716452,maeda
0.27417645,maeda
0.33758762,maeda
0.28579783,maeda
0.25028098,maeda
0.23890433,maeda
0.28868753,maeda
0.34405205,maeda
0.40927848,maeda
0.3439328,maeda
0.35728166,maeda
0.37702233,maeda
0.37528595,maeda
0.26579067,maeda
0.2868711,maeda
0.28103307,maeda
0.2650292,maeda
0.40738574,maeda
0.29340753,maeda
0.46712962,maeda
0.40069407,maeda
0.42526814,maeda
0.29073504,maeda
0.39718726,maeda
0.28299394,maeda
0.30488986,maeda
0.29640952,maeda
0.47498912,maeda
0.44359455,maeda
0.46239552,maeda
0.34749442,maeda
0.3545488,maeda
0.40757588,maeda
0.30449507,maeda
0.4866632,maeda
0.4529621,maeda
0.48223484,maeda
0.47059968,maeda
0.4386559,maeda
0.4324638,maeda
0.429887,maeda
